member_id,group_name,member_name,search_hint,include_terms,exclude_terms
nxmercy__siu,NXMERCY,Siu,"""NXMERCY"" 시우",,
nxmercy__hawoon,NXMERCY,Hawoon,"""NXMERCY"" 하운",,
nxmercy__youn,NXMERCY,Youn,"""NXMERCY"" 윤",,
nxmercy__woojoo,NXMERCY,Woojoo,"""NXMERCY"" 우주",,
craxy__wooah,CRAXY,Wooah,"""CRAXY"" 우아",,
craxy__karin,CRAXY,Karin,"""CRAXY"" 카린",,
craxy__hyejin,CRAXY,Hyejin,"""CRAXY"" 혜진",,
craxy__swan,CRAXY,Swan,"""CRAXY"" 수안",,
craxy__chaey,CRAXY,ChaeY,"""CRAXY"" 채이",,
secret_number__zuu,SECRET NUMBER,Zuu,"""SECRET NUMBER"" 주",,
secret_number__navi,SECRET NUMBER,Navi,"""SECRET NUMBER"" 나비",,
secret_number__dinda,SECRET NUMBER,Dinda,"""SECRET NUMBER"" 딘다",,
secret_number__ebin,SECRET NUMBER,Ebin,"""SECRET NUMBER"" 에빈",,
secret_number__min_c,SECRET NUMBER,Min C,"""SECRET NUMBER"" 민씨",,
secret_number__denise,SECRET NUMBER,Denise,"""SECRET NUMBER"" 데니스",,
secret_number__dita,SECRET NUMBER,Dita,"""SECRET NUMBER"" 디타",,
secret_number__jinny,SECRET NUMBER,Jinny,"""SECRET NUMBER"" 진희",,
secret_number__minji,SECRET NUMBER,Minji,"""SECRET NUMBER"" 민지",,
secret_number__soodam,SECRET NUMBER,Soodam,"""SECRET NUMBER"" 수담",,
wooah__nana,WOOAH,Nana,"""WOOAH"" 나나",,
wooah__wooyeon,WOOAH,Wooyeon,"""WOOAH"" 우연",,
wooah__sora,WOOAH,Sora,"""WOOAH"" 소라",,
wooah__lucy,WOOAH,Lucy,"""WOOAH"" 루시",,
wooah__minseo,WOOAH,Minseo,"""WOOAH"" 민서",,
wooah__songyee,WOOAH,Songyee,"""WOOAH"" 송이",,
billlie__moon_sua,Billlie,Moon Sua,"""Billlie"" 문수아",,
billlie__suhyeon,Billlie,Suhyeon,"""Billlie"" 수현",,
billlie__haram,Billlie,Haram,"""Billlie"" 하람",,
billlie__sheon,Billlie,Sheon,"""Billlie"" 션",,
billlie__siyoon,Billlie,Siyoon,"""Billlie"" 시윤",,
billlie__haruna,Billlie,Haruna,"""Billlie"" 하루나",,
ichillin__e_ji,ICHILLIN',E.JI,"""ICHILLIN'"" 이지",,
ichillin__jiyoon,ICHILLIN',Jiyoon,"""ICHILLIN'"" 지윤",,
ichillin__jackie,ICHILLIN',Jackie,"""ICHILLIN'"" 재키",,
ichillin__joonie,ICHILLIN',Joonie,"""ICHILLIN'"" 주니",,
ichillin__chaerin,ICHILLIN',Chaerin,"""ICHILLIN'"" 채린",,
ichillin__yeju,ICHILLIN',Yeju,"""ICHILLIN'"" 예주",,
ichillin__chowon,ICHILLIN',Chowon,"""ICHILLIN'"" 초원",,
ichillin__sohee,ICHILLIN',Sohee,"""ICHILLIN'"" 소희",,
lightsum__sangah,LIGHTSUM,Sangah,"""라잇썸"" 상아",,
lightsum__chowon,LIGHTSUM,Chowon,"""라잇썸"" 초원",,
lightsum__nayoung,LIGHTSUM,Nayoung,"""라잇썸"" 나영",,
lightsum__hina,LIGHTSUM,Hina,"""라잇썸"" 히나",,
lightsum__juhyeon,LIGHTSUM,Juhyeon,"""라잇썸"" 주현",,
lightsum__yujeong,LIGHTSUM,Yujeong,"""라잇썸"" 유정",,
lightsum__huiyeon,LIGHTSUM,Huiyeon,"""라잇썸"" 희연",,
lightsum__jian,LIGHTSUM,Jian,"""라잇썸"" 지안",,
rocking_doll__roa,Rocking doll,Roa,"""Rocking doll"" 로아",,
rocking_doll__juri,Rocking doll,Juri,"""Rocking doll"" 주리",,
rocking_doll__ahri,Rocking doll,Ahri,"""Rocking doll"" 아리",,
rocking_doll__rena,Rocking doll,Rena,"""Rocking doll"" 레나",,
triples__mayu,tripleS,Mayu,"""tripleS"" 마유",,
triples__xinyu,tripleS,Xinyu,"""tripleS"" 신위",,
triples__nien,tripleS,Nien,"""tripleS"" 니엔",,
triples__jiyeon,tripleS,JiYeon,"""tripleS"" 지연",,
triples__kotone,tripleS,Kotone,"""tripleS"" 코토네",,
triples__kaede,tripleS,Kaede,"""tripleS"" 카에데",,
triples__lynn,tripleS,Lynn,"""tripleS"" 린",,
triples__sullin,tripleS,Sullin,"""tripleS"" 설린",,
triples__joobin,tripleS,JooBin,"""tripleS"" 주빈",,
triples__seoah,tripleS,SeoAh,"""tripleS"" 서아",,
class_y__hyeju,CLASS:y,Hyeju,"""CLASS:y"" 혜주",,
class_y__hyungseo,CLASS:y,Hyungseo,"""CLASS:y"" 형서",,
class_y__chaewon,CLASS:y,Chaewon,"""CLASS:y"" 채원",,
class_y__riwon,CLASS:y,Riwon,"""CLASS:y"" 리원",,
class_y__boeun,CLASS:y,Boeun,"""CLASS:y"" 보은",,
class_y__seonyou,CLASS:y,Seonyou,"""CLASS:y"" 선유",,
prikil__rin,PRIKIL,Rin,"""PRIKIL"" 린",,
prikil__yukino,PRIKIL,Yukino,"""PRIKIL"" 유키노",,
prikil__nana,PRIKIL,Nana,"""PRIKIL"" 나나",,
prikil__uta,PRIKIL,Uta,"""PRIKIL"" 우타",,
prikil__rinko,PRIKIL,Rinko,"""PRIKIL"" 린코",,
mimiirose__yeonjae,MIMIIROSE,Yeonjae,"""미미로즈"" 연재",,
mimiirose__hyori,MIMIIROSE,Hyori,"""미미로즈"" 효리",,
mimiirose__yewon,MIMIIROSE,Yewon,"""미미로즈"" 예원",,
mimiirose__jia,MIMIIROSE,Jia,"""미미로즈"" 지아",,
mimiirose__anna,MIMIIROSE,Anna,"""미미로즈"" 안나",,
mimiirose__yunju,MIMIIROSE,Yunju,"""미미로즈"" 윤주",,
mimiirose__yerin,MIMIIROSE,Yerin,"""미미로즈"" 예린",,
limelight__miu,LIMELIGHT,MiU,"""LIMELIGHT"" 미유",,
limelight__suhye,LIMELIGHT,Suhye,"""LIMELIGHT"" 수혜",,
limelight__gaeun,LIMELIGHT,Gaeun,"""LIMELIGHT"" 가은",,
queenz_eye__wonchae,Queenz Eye,Wonchae,"""Queenz Eye"" 원채",,
queenz_eye__ahyoon,Queenz Eye,Ahyoon,"""Queenz Eye"" 아윤",,
queenz_eye__kiirii,Queenz Eye,Kiirii,"""Queenz Eye"" 키리",,
queenz_eye__seovin,Queenz Eye,Seovin,"""Queenz Eye"" 서빈",,
queenz_eye__jinyul,Queenz Eye,Jinyul,"""Queenz Eye"" 진율",,
queenz_eye__seoha,Queenz Eye,Seoha,"""Queenz Eye"" 서하",,
queenz_eye__hannah,Queenz Eye,Hannah,"""Queenz Eye"" 해나",,
queenz_eye__narin,Queenz Eye,Narin,"""Queenz Eye"" 나린",,
queenz_eye__damin,Queenz Eye,Damin,"""Queenz Eye"" 다민",,
queenz_eye__jenna,Queenz Eye,Jenna,"""Queenz Eye"" 제나",,
we_na__doa,We;Na,DoA,"""We;Na"" 도아",,
we_na__harang,We;Na,Harang,"""We;Na"" 하랑",,
we_na__seungwon,We;Na,Seungwon,"""We;Na"" 승원",,
we_na__euna,We;Na,EunA,"""We;Na"" 은아",,
we_na__eun_oal,We;Na,Eun Oal,"""We;Na"" 은오알",,
we_na__yeonseo,We;Na,Yeonseo,"""We;Na"" 연서",,
babymonster__ruka,BABYMONSTER,Ruka,"""BABYMONSTER"" 루카",,
babymonster__pharita,BABYMONSTER,Pharita,"""BABYMONSTER"" 파리타",,
babymonster__asa,BABYMONSTER,Asa,"""BABYMONSTER"" 아사",,
babymonster__ahyeon,BABYMONSTER,Ahyeon,"""BABYMONSTER"" 아현",,
babymonster__rora,BABYMONSTER,Rora,"""BABYMONSTER"" 로라",,
babymonster__chiquita,BABYMONSTER,Chiquita,"""BABYMONSTER"" 치키타",,
babymonster__rami,BABYMONSTER,Rami,"""BABYMONSTER"" 라미",,
adya__yeonsu,ADYA,Yeonsu,"""ADYA"" 연수",,
adya__seowon,ADYA,Seowon,"""ADYA"" 서원",,
adya__sena,ADYA,Sena,"""ADYA"" 세나",,
adya__chaeeun,ADYA,Chaeeun,"""ADYA"" 채은",,
adya__seungchae,ADYA,Seungchae,"""ADYA"" 승채",,
el7z_up__yeoreum,EL7Z UP,Yeoreum,"""EL7Z UP"" 여름",,
el7z_up__kei,EL7Z UP,Kei,"""EL7Z UP"" 케이",,
el7z_up__yeeun,EL7Z UP,Yeeun,"""EL7Z UP"" 예은",,
el7z_up__yeonhee,EL7Z UP,Yeonhee,"""EL7Z UP"" 연희",,
el7z_up__nana,EL7Z UP,Nana,"""EL7Z UP"" 나나",,
el7z_up__hwiseo,EL7Z UP,Hwiseo,"""EL7Z UP"" 휘서",,
el7z_up__yuki,EL7Z UP,Yuki,"""EL7Z UP"" 유키",,
x_in__e_sha,X:IN,E.sha,"""X:IN"" 이샤",,
x_in__nizz,X:IN,Nizz,"""X:IN"" 니즈",,
x_in__nova,X:IN,Nova,"""X:IN"" 노바",,
x_in__hannah,X:IN,Hannah,"""X:IN"" 한나",,
x_in__aria,X:IN,Aria,"""X:IN"" 아리아",,
x_in__chi_u,X:IN,Chi.U,"""X:IN"" 치유",,
x_in__j_day,X:IN,J-DAY,"""X:IN"" 재이데이",,
young_posse__sunhye,YOUNG POSSE,Sunhye,"""YOUNG POSSE"" 선혜",,
young_posse__yeonjung,YOUNG POSSE,Yeonjung,"""YOUNG POSSE"" 연정",,
young_posse__jiana,YOUNG POSSE,Jiana,"""YOUNG POSSE"" 지아나",,
young_posse__doeun,YOUNG POSSE,Doeun,"""YOUNG POSSE"" 도은",,
young_posse__jieun,YOUNG POSSE,Jieun,"""YOUNG POSSE"" 지은",,
badvillain__chloe_young,BADVILLAIN,Chloe Young,"""BADVILLAIN"" 클로이영",,
badvillain__emma,BADVILLAIN,Emma,"""BADVILLAIN"" 엠마",,
badvillain__ina,BADVILLAIN,INA,"""BADVILLAIN"" 이나",,
badvillain__yunseo,BADVILLAIN,YunSeo,"""BADVILLAIN"" 윤서",,
badvillain__vin,BADVILLAIN,Vin,"""BADVILLAIN"" 빈",,
badvillain__kelly,BADVILLAIN,Kelly,"""BADVILLAIN"" 켈리",,
bewave__yunseul,BEWAVE,Yunseul,"""BEWAVE"" 윤슬",,
bewave__jiun,BEWAVE,Jiun,"""BEWAVE"" 지언",,
bewave__lena,BEWAVE,Lena,"""BEWAVE"" 레나",,
bewave__zena,BEWAVE,Zena,"""BEWAVE"" 제나",,
bewave__ain,BEWAVE,Ain,"""BEWAVE"" 아인",,
bewave__gowoon,BEWAVE,Gowoon,"""BEWAVE"" 고운",,
candy_shop__soram,Candy Shop,Soram,"""Candy Shop"" 소람",,
candy_shop__sui,Candy Shop,Sui,"""Candy Shop"" 수이",,
candy_shop__sarang,Candy Shop,Sarang,"""Candy Shop"" 사랑",,
candy_shop__julia,Candy Shop,Julia,"""Candy Shop"" 줄리아",,
candy_shop__yuina,Candy Shop,Yuina,"""Candy Shop"" 유이나",,
geenius__yeyoung,Geenius,Yeyoung,"""지니어스"" 예영",,
geenius__sion,Geenius,Sion,"""지니어스"" 시온",,
madein__mashiro,MADEIN,Mashiro,"""MADEIN"" 마시로",,
madein__miu,MADEIN,MiU,"""MADEIN"" 미유",,
madein__gaeun,MADEIN,Gaeun,"""MADEIN"" 가은",,
madein__suhye,MADEIN,Suhye,"""MADEIN"" 수혜",,
madein__yeseo,MADEIN,Yeseo,"""MADEIN"" 예서",,
odd_youth__maika,ODD YOUTH,Maika,"""ODD YOUTH"" 마이카",,
odd_youth__myah,ODD YOUTH,Myah,"""ODD YOUTH"" 마야",,
odd_youth__kanie,ODD YOUTH,Kanie,"""ODD YOUTH"" 카니",,
odd_youth__summer,ODD YOUTH,Summer,"""ODD YOUTH"" 써머",,
odd_youth__yeeum,ODD YOUTH,Yeeum,"""ODD YOUTH"" 예음",,
vcha__lexi,VCHA,Lexi,"""VCHA"" 렉시",,
vcha__camila,VCHA,Camila,"""VCHA"" 카밀라",,
vcha__kendall,VCHA,Kendall,"""VCHA"" 켄달",,
vcha__savanna,VCHA,Savanna,"""VCHA"" 사바나",,
vcha__kg,VCHA,KG,"""VCHA"" 케이지",,
vcha__kaylee,VCHA,Kaylee,"""VCHA"" 케일리",,
vvup__kim,VVUP,Kim,"""VVUP"" 킴",,
vvup__paan,VVUP,Paan,"""VVUP"" 팬",,
vvup__suyeon,VVUP,Suyeon,"""VVUP"" 수연",,
vvup__jiyoon,VVUP,Jiyoon,"""VVUP"" 지윤",,
vvup__hyunny,VVUP,Hyunny,"""VVUP"" 현희",,
atheart__arin,AtHeart,Arin,"""AtHeart"" 아린",,
atheart__katelyn,AtHeart,Katelyn,"""AtHeart"" 케이틀린",,
atheart__bome,AtHeart,Bome,"""AtHeart"" 봄",,
atheart__seohyeon,AtHeart,Seohyeon,"""AtHeart"" 서현",,
atheart__nahyun,AtHeart,Nahyun,"""AtHeart"" 나현",,
atheart__aurora,AtHeart,Aurora,"""AtHeart"" 아우로라",,
atheart__sorin,AtHeart,Sorin,"""AtHeart"" 소린",,
baby_dont_cry__yihyun,Baby DONT Cry,Yihyun,"""Baby DONT Cry"" 이현",,
baby_dont_cry__kumi,Baby DONT Cry,Kumi,"""Baby DONT Cry"" 쿠미",,
baby_dont_cry__mia,Baby DONT Cry,Mia,"""Baby DONT Cry"" 미아",,
baby_dont_cry__beni,Baby DONT Cry,Beni,"""Baby DONT Cry"" 베니",,
iii__soobin,iii,Soobin,"""iii"" 수빈",,
iii__taeri,iii,Taeri,"""iii"" 태리",,
iii__hana,iii,Hana,"""iii"" 하나",,
iii__eungi,iii,Eungi,"""iii"" 은기",,
iii__namkhing,iii,Namkhing,"""iii"" 남킹",,
iii__huran,iii,Huran,"""iii"" 후란",,
iii__evie,iii,Evie,"""iii"" 이비",,
iii__ahra,iii,Ahra,"""iii"" 아라",,
iii__nicole,iii,Nicole,"""iii"" 니콜",,
iii__yan,iii,Yan,"""iii"" 얀",,
iii__vivi,iii,Vivi,"""iii"" 비비",,
kiiras__lingling,KIIRAS,LingLing,"""키라스"" 링링",,
kiiras__kurumi,KIIRAS,Kurumi,"""키라스"" 쿠루미",,
kiiras__harin,KIIRAS,Harin,"""키라스"" 하린",,
kiiras__kylie,KIIRAS,Kylie,"""키라스"" 카일리",,
kiiras__doyeon,KIIRAS,Doyeon,"""키라스"" 도연",,
kiiras__roah,KIIRAS,Roah,"""키라스"" 로아",,
udtt__risako,UDTT,Risako,"""UDTT"" 리사코",,
udtt__han_chaehee,UDTT,Han Chaehee,"""UDTT"" 한채희",,
udtt__koo_hanna,UDTT,Koo Hanna,"""UDTT"" 구한나",,
udtt__jessica,UDTT,Jessica,"""UDTT"" 제시카",,
udtt__kwon_yejin,UDTT,Kwon Yejin,"""UDTT"" 권예진",,
udtt__jung_sena,UDTT,Jung Sena,"""UDTT"" 정세나",,
uspeer__soee,USPEER,Soee,"""USPEER"" 소이",,
uspeer__sian,USPEER,Sian,"""USPEER"" 시안",,
uspeer__seoyu,USPEER,Seoyu,"""USPEER"" 서유",,
uspeer__daon,USPEER,Daon,"""USPEER"" 다온",,
uspeer__chaena,USPEER,Chaena,"""USPEER"" 채나",,
uspeer__roa,USPEER,Roa,"""USPEER"" 로아",,
uspeer__yeowon,USPEER,Yeowon,"""USPEER"" 여원",,
vvs__hyosung,VVS,Hyosung,"""VVS"" 효성",,
vvs__shinhwa,VVS,Shinhwa,"""VVS"" 신화",,
vvs__allan,VVS,Allan,"""VVS"" 앨런",,
vvs__minjae,VVS,Minjae,"""VVS"" 민재",,
vvs__taeseok,VVS,Taeseok,"""VVS"" 태석",,
arise__jihu,ARISE,Jihu,"""ARISE"" 지후",,
arise__jiho,ARISE,Jiho,"""ARISE"" 지호",,
arise__minju,ARISE,Minju,"""ARISE"" 민주",,
arise__jian,ARISE,Jian,"""ARISE"" 지안",,
arise__rinko,ARISE,Rinko,"""ARISE"" 린코",,
arise__alisa,ARISE,Alisa,"""ARISE"" 알리사",,
heart_of_woman__jihyun,HEART OF WOMAN,Jihyun,"""HEART OF WOMAN"" 지현",,
heart_of_woman__chaei,HEART OF WOMAN,Chaei,"""HEART OF WOMAN"" 채이",,
heart_of_woman__ayne,HEART OF WOMAN,Ayne,"""HEART OF WOMAN"" 아인",,
heart_of_woman__liri,HEART OF WOMAN,Liri,"""HEART OF WOMAN"" 리리",,
heart_of_woman__liuyin,HEART OF WOMAN,Liuyin,"""HEART OF WOMAN"" 류인",,
i_met_u__kelly,I.MET.U,Kelly,"""I.MET.U"" 켈리",,
i_met_u__lea,I.MET.U,Lea,"""I.MET.U"" 리아",,
i_met_u__yerin,I.MET.U,Yerin,"""I.MET.U"" 예린",,
i_met_u__cleo,I.MET.U,Cleo,"""I.MET.U"" 클레오",,
unchild__heekie,UNCHILD,Heekie,"""UNCHILD"" 히키",,
unchild__yeeun,UNCHILD,Yeeun,"""UNCHILD"" 예은",,
unchild__tina,UNCHILD,Tina,"""UNCHILD"" 티나",,
unchild__ako,UNCHILD,Ako,"""UNCHILD"" 아코",,
unchild__evon,UNCHILD,Evon,"""UNCHILD"" 이본",,
unchild__haeun,UNCHILD,Haeun,"""UNCHILD"" 하은",,
owis__serene,OWIS,Serene,"""OWIS"" 세린",,
owis__haru,OWIS,Haru,"""OWIS"" 하루",,
owis__soi,OWIS,Soi,"""OWIS"" 소이",,
owis__summer,OWIS,Summer,"""OWIS"" 썸머",,
owis__yuni,OWIS,Yuni,"""OWIS"" 유니",,
keyvitup__hyunmin,KEYVITUP,Hyunmin,"""KEYVITUP"" 현민",,
keyvitup__taehwan,KEYVITUP,Taehwan,"""KEYVITUP"" 태환",,
keyvitup__sena,KEYVITUP,Sena,"""KEYVITUP"" 세나",,
keyvitup__jaein,KEYVITUP,Jaein,"""KEYVITUP"" 재인",,
keyvitup__rukia,KEYVITUP,Rukia,"""KEYVITUP"" 루키아",,Bleach|블리치
tunexx__donggyu,TUNEXX,Donggyu,"""TUNEXX"" 동규",,
tunexx__inhu,TUNEXX,Inhu,"""TUNEXX"" 인후",,
tunexx__taira,TUNEXX,Taira,"""TUNEXX"" 타이라",,
tunexx__sungjun,TUNEXX,Sungjun,"""TUNEXX"" 성준",,
tunexx__zeon,TUNEXX,Zeon,"""TUNEXX"" 제온",,
tunexx__sihwan,TUNEXX,Sihwan,"""TUNEXX"" 시환",,
tunexx__arctic,TUNEXX,Arctic,"""TUNEXX"" 아틱",,
bts__rm,BTS,RM,"""방탄소년단"" 알엠",,
bts__jin,BTS,Jin,"""방탄소년단"" 진",,
bts__suga,BTS,Suga,"""방탄소년단"" 슈가",,
bts__jhope,BTS,J-Hope,"""방탄소년단"" 제이홉",,
bts__jimin,BTS,Jimin,"""방탄소년단"" 지민",,
bts__v,BTS,V,"""방탄소년단"" 뷔",,
bts__jungkook,BTS,Jungkook,"""방탄소년단"" 정국",,
txt__soobin,TXT,Soobin,"""투모로우바이투게더"" 수빈",,
txt__yeonjun,TXT,Yeonjun,"""투모로우바이투게더"" 연준",,
txt__beomgyu,TXT,Beomgyu,"""투모로우바이투게더"" 범규",,
txt__taehyun,TXT,Taehyun,"""투모로우바이투게더"" 태현",,
txt__hueningkai,TXT,Hueningkai,"""투모로우바이투게더"" 휴닝카이",,
twice__nayeon,TWICE,Nayeon,"""트와이스"" 나연",,
twice__jeongyeon,TWICE,Jeongyeon,"""트와이스"" 정연",,
twice__momo,TWICE,Momo,"""트와이스"" 모모",,
twice__sana,TWICE,Sana,"""트와이스"" 사나",,
twice__jihyo,TWICE,Jihyo,"""트와이스"" 지효",,
twice__mina,TWICE,Mina,"""트와이스"" 미나",,
twice__dahyun,TWICE,Dahyun,"""트와이스"" 다현",,
twice__chaeyoung,TWICE,Chaeyoung,"""트와이스"" 채영",,
twice__tzuyu,TWICE,Tzuyu,"""트와이스"" 쯔위",,
stray_kids__bang_chan,Stray Kids,Bang Chan,"""스트레이키즈"" 방찬",,
stray_kids__lee_know,Stray Kids,Lee Know,"""스트레이키즈"" 리노",,
stray_kids__changbin,Stray Kids,Changbin,"""스트레이키즈"" 창빈",,
stray_kids__hyunjin,Stray Kids,Hyunjin,"""스트레이키즈"" 현진",,
stray_kids__han,Stray Kids,Han,"""스트레이키즈"" 한",,
stray_kids__felix,Stray Kids,Felix,"""스트레이키즈"" 필릭스",,
stray_kids__seungmin,Stray Kids,Seungmin,"""스트레이키즈"" 승민",,
stray_kids__i_n,Stray Kids,I.N,"""스트레이키즈"" 아이엔",,
red_velvet__irene,Red Velvet,Irene,"""레드벨벳"" 아이린",,
red_velvet__seulgi,Red Velvet,Seulgi,"""레드벨벳"" 슬기",,
red_velvet__wendy,Red Velvet,Wendy,"""레드벨벳"" 웬디",,
red_velvet__joy,Red Velvet,Joy,"""레드벨벳"" 조이",,
red_velvet__yeri,Red Velvet,Yeri,"""레드벨벳"" 예리",,
itzy__yeji,ITZY,Yeji,"""있지"" 예지",,
itzy__lia,ITZY,Lia,"""있지"" 리아",,
itzy__ryujin,ITZY,Ryujin,"""있지"" 류진",,
itzy__chaeryeong,ITZY,Chaeryeong,"""있지"" 채령",,
itzy__yuna,ITZY,Yuna,"""있지"" 유나",,
iu__iu,IU,IU,"""아이유""",,
infinite__sungkyu,INFINITE,Sungkyu,"""인피니트"" 성규",,
infinite__dongwoo,INFINITE,Dongwoo,"""인피니트"" 동우",,
infinite__woohyun,INFINITE,Woohyun,"""인피니트"" 우현",,
infinite__sungyeol,INFINITE,Sungyeol,"""인피니트"" 성열",,
infinite__seongjong,INFINITE,Seongjong,"""인피니트"" 성종",,
infinite__l,INFINITE,L,"""인피니트"" 엘",,
exo__suho,EXO,Suho,"""엑소"" 수호",,
exo__xiumin,EXO,Xiumin,"""엑소"" 시우민",,
exo__lay,EXO,Lay,"""엑소"" 레이",,
exo__baekhyun,EXO,Baekhyun,"""엑소"" 백현",,
exo__chen,EXO,Chen,"""엑소"" 첸",,
exo__chanyeol,EXO,Chanyeol,"""엑소"" 찬열",,
exo__do,EXO,D.O.,"""엑소"" 디오",,
exo__kai,EXO,Kai,"""엑소"" 카이",,
exo__sehun,EXO,Sehun,"""엑소"" 세훈",,
got7__jb,GOT7,JB,"""갓세븐"" 제이비",,
got7__mark,GOT7,Mark,"""갓세븐"" 마크",,
got7__jackson,GOT7,Jackson,"""갓세븐"" 잭슨",,
got7__jinyoung,GOT7,Jinyoung,"""갓세븐"" 진영",,
got7__youngjae,GOT7,Youngjae,"""갓세븐"" 영재",,
got7__bambam,GOT7,BamBam,"""갓세븐"" 뱀뱀",,
got7__yugyeom,GOT7,Yugyeom,"""갓세븐"" 유겸",,
winner__seungyoon,WINNER,Seungyoon,"""위너"" 승윤",,
winner__mino,WINNER,Mino,"""위너"" 민호",,
winner__jinu,WINNER,Jinu,"""위너"" 진우",,
winner__seunghoon,WINNER,Seunghoon,"""위너"" 승훈",,
ikon__jay,iKON,Jay,"""아이콘"" 제이",,
ikon__song,iKON,Song,"""아이콘"" 송",,
ikon__bobby,iKON,Bobby,"""아이콘"" 바비",,
ikon__dk,iKON,DK,"""아이콘"" 디케이",,
ikon__june,iKON,Ju-ne,"""아이콘"" 준회",,
ikon__chan,iKON,Chan,"""아이콘"" 찬",,
astro__jinjin,ASTRO,JinJin,"""아스트로"" 진진",,
astro__mj,ASTRO,MJ,"""아스트로"" 엠제이",,
astro__cha_eunwoo,ASTRO,Cha Eunwoo,"""아스트로"" 차은우",,
astro__sanha,ASTRO,Sanha,"""아스트로"" 산하",,
astro__moonbin,ASTRO,Moonbin,"""아스트로"" 문빈",,
astro__rocky,ASTRO,Rocky,"""아스트로"" 라키",,
pentagon__hui,Pentagon,Hui,"""펜타곤"" 후이",,
pentagon__jinho,Pentagon,Jinho,"""펜타곤"" 진호",,
pentagon__hongseok,Pentagon,Hongseok,"""펜타곤"" 홍석",,
pentagon__shinwon,Pentagon,Shinwon,"""펜타곤"" 신원",,
pentagon__yeo_one,Pentagon,Yeo One,"""펜타곤"" 여원",,
pentagon__yanan,Pentagon,Yanan,"""펜타곤"" 옌안",,
pentagon__yuto,Pentagon,Yuto,"""펜타곤"" 유토",,
pentagon__kino,Pentagon,Kino,"""펜타곤"" 키노",,
pentagon__wooseok,Pentagon,Wooseok,"""펜타곤"" 우석",,
highlight__doojoon,Highlight,Doojoon,"""하이라이트"" 두준",,
highlight__yoseob,Highlight,Yoseob,"""하이라이트"" 요섭",,
highlight__gikwang,Highlight,Gikwang,"""하이라이트"" 기광",,
highlight__dongwoon,Highlight,Dongwoon,"""하이라이트"" 동운",,
sf9__youngbin,SF9,Youngbin,"""SF9"" 영빈",,
sf9__inseong,SF9,Inseong,"""SF9"" 인성",,
sf9__jaeyoon,SF9,Jaeyoon,"""SF9"" 재윤",,
sf9__dawon,SF9,Dawon,"""SF9"" 다원",,
sf9__hwiyoung,SF9,Hwiyoung,"""SF9"" 휘영",,
sf9__chani,SF9,Chani,"""SF9"" 찬희",,
sf9__zuho,SF9,Zuho,"""SF9"" 주호",,
sf9__taeyang,SF9,Taeyang,"""SF9"" 유태양",,
onf__hyojin,ONF,Hyojin,"""온앤오프"" 효진",,
onf__e_tion,ONF,E-Tion,"""온앤오프"" 이션",,
onf__j_us,ONF,J-Us,"""온앤오프"" 승준",,
onf__wyatt,ONF,Wyatt,"""온앤오프"" 와이엇",,
onf__mk,ONF,MK,"""온앤오프"" 민균",,
onf__u,ONF,U,"""온앤오프"" 유토",,
onf__laun,ONF,Laun,"""온앤오프"" 라운",,
the_boyz__sangyeon,The Boyz,Sangyeon,"""더보이즈"" 상연",,
the_boyz__jacob,The Boyz,Jacob,"""더보이즈"" 제이콥",,
the_boyz__younghoon,The Boyz,Younghoon,"""더보이즈"" 영훈",,
the_boyz__hyunjae,The Boyz,Hyunjae,"""더보이즈"" 현재",,
the_boyz__juyeon,The Boyz,Juyeon,"""더보이즈"" 주연",,
the_boyz__kevin,The Boyz,Kevin,"""더보이즈"" 케빈",,
the_boyz__new,The Boyz,New,"""더보이즈"" 뉴",,
the_boyz__q,The Boyz,Q,"""더보이즈"" 큐",,
the_boyz__sunwoo,The Boyz,Sunwoo,"""더보이즈"" 선우",,
the_boyz__eric,The Boyz,Eric,"""더보이즈"" 에릭",,
the_boyz__juhaknyeon,The Boyz,JuHaknyeon,"""더보이즈"" 주학년",,
blackpink__jisoo,BLACKPINK,Jisoo,"""블랙핑크"" 지수",,
blackpink__jennie,BLACKPINK,Jennie,"""블랙핑크"" 제니",,
blackpink__rose,BLACKPINK,Rosé,"""블랙핑크"" 로제",,
blackpink__lisa,BLACKPINK,Lisa,"""블랙핑크"" 리사",,
mamamoo__solar,MAMAMOO,Solar,"""마마무"" 솔라",,
mamamoo__moonbyul,MAMAMOO,Moonbyul,"""마마무"" 문별",,
mamamoo__wheein,MAMAMOO,Wheein,"""마마무"" 휘인",,
mamamoo__hwasa,MAMAMOO,Hwasa,"""마마무"" 화사",,
snsd__taeyeon,Girls' Generation,Taeyeon,"""소녀시대"" 태연",,
snsd__sunny,Girls' Generation,Sunny,"""소녀시대"" 써니",,
snsd__tiffany,Girls' Generation,Tiffany,"""소녀시대"" 티파니",,
snsd__hyoyeon,Girls' Generation,Hyoyeon,"""소녀시대"" 효연",,
snsd__yuri,Girls' Generation,Yuri,"""소녀시대"" 유리",,
snsd__sooyoung,Girls' Generation,Sooyoung,"""소녀시대"" 수영",,
snsd__yoona,Girls' Generation,Yoona,"""소녀시대"" 윤아",,
snsd__seohyun,Girls' Generation,Seohyun,"""소녀시대"" 서현",,
ohmygirl__hyojung,OH MY GIRL,Hyojung,"""오마이걸"" 효정",,
ohmygirl__mimi,OH MY GIRL,Mimi,"""오마이걸"" 미미",,
